,c1_rank,c2_rank,c3_rank,c4_rank,c5_rank,c1_suit,c2_suit,c3_suit,c4_suit,c5_suit,class,s_pos,s_rank,s_suit,s_class,outcome
73739,14,13,11,9,3,1,3,1,1,2,9,3,11,3,9,0
73740,12,7,6,5,3,3,1,4,4,2,9,3,10,4,9,0
73741,5,5,13,11,4,1,3,4,1,3,8,1,9,1,8,1
73742,12,8,7,4,3,1,2,3,4,3,9,2,4,1,8,0
73743,12,10,8,7,6,2,1,3,2,2,9,3,10,3,8,0
73744,13,10,9,7,2,2,3,4,1,4,9,5,14,2,9,0
73745,14,13,11,9,6,3,3,4,1,2,9,5,8,2,9,1
73746,13,10,9,8,7,1,2,2,1,2,9,4,3,4,9,1
73747,12,11,10,5,4,4,2,4,2,3,9,2,14,1,9,0
73748,12,12,9,5,3,4,1,3,2,1,8,2,6,1,8,0
73749,12,8,6,3,2,2,4,2,3,2,9,2,4,4,9,0
73750,14,13,12,11,7,1,3,3,4,4,9,5,5,1,9,1
73751,2,2,13,10,8,1,4,4,1,1,8,5,6,4,9,1
73752,14,13,11,7,2,4,3,3,1,2,9,3,6,2,9,1
73753,11,11,13,10,4,1,4,2,1,1,8,3,8,1,8,0
73754,13,8,7,6,3,4,4,4,1,1,9,2,14,3,9,0
73755,3,3,3,13,12,3,4,2,1,2,6,4,2,1,6,1
73756,14,14,11,11,5,2,3,3,1,3,7,5,5,2,7,1
73757,14,12,10,8,5,4,2,1,3,1,9,3,10,2,8,0
73758,12,8,7,6,2,3,4,1,1,3,9,2,9,4,9,0
73759,7,7,10,8,5,2,3,3,2,4,8,3,2,1,8,1
73760,14,13,8,5,3,4,4,4,1,2,9,4,5,2,8,0
73761,7,7,7,11,3,2,1,3,3,3,6,5,6,4,8,1
73762,10,10,9,6,2,1,4,2,2,4,8,1,11,2,8,0
73763,12,12,2,2,8,4,1,2,3,3,7,5,7,4,8,1
73764,13,9,8,6,2,3,3,4,4,3,9,5,13,4,8,0
73765,7,7,12,11,9,1,3,2,2,4,8,5,7,2,6,0
73766,14,9,5,4,2,2,2,3,3,1,9,4,5,1,9,0
73767,13,11,9,8,2,2,3,1,3,4,9,3,10,2,9,1
73768,13,13,14,11,10,4,2,1,4,1,8,4,11,1,7,0
73769,10,10,12,9,3,3,4,3,3,2,8,2,4,2,8,1
73770,14,13,9,8,4,4,1,4,2,3,9,2,7,2,9,1
73771,9,5,4,3,2,2,4,1,3,1,9,3,6,2,9,0
73772,7,7,12,11,3,4,1,1,1,3,8,4,6,2,8,0
73773,14,13,10,5,2,4,2,3,4,3,9,1,10,2,8,0
73774,14,8,5,4,2,2,1,2,3,2,9,2,10,1,9,0
73775,14,10,7,6,4,1,4,2,1,1,9,2,7,3,8,0
73776,7,7,12,11,5,4,3,2,1,3,8,3,4,4,9,1
73777,14,13,9,8,7,2,4,2,3,2,9,5,3,1,9,1
73778,10,6,5,4,2,3,4,2,1,1,9,3,13,2,9,0
73779,14,13,11,10,2,3,1,4,1,4,9,2,4,3,9,0
73780,8,8,13,7,5,3,1,2,2,1,8,5,3,2,9,1
73781,13,12,10,7,6,3,3,2,1,3,9,5,11,4,9,0
73782,12,11,8,5,4,4,3,2,2,4,9,4,2,1,9,1
73783,14,11,6,4,2,2,2,4,2,4,9,4,9,1,9,0
73784,9,7,6,5,4,1,3,4,1,1,9,5,8,1,9,0
73785,14,12,5,3,2,3,4,3,1,3,9,1,11,3,9,0
73786,14,13,11,8,2,2,2,1,2,4,9,3,7,1,9,0
73787,12,8,7,6,2,3,4,4,1,2,9,2,6,2,8,0
73788,14,9,6,5,4,2,4,4,3,4,9,5,4,3,8,0
73789,13,12,10,4,3,3,3,4,1,1,9,3,6,2,9,1
73790,7,7,11,10,5,2,3,3,3,1,8,3,6,1,8,1
73791,13,12,10,8,5,4,1,2,1,2,9,3,9,1,9,1
73792,5,5,3,3,4,4,1,3,4,1,7,5,2,3,8,1
73793,13,10,7,6,2,1,2,1,1,1,9,4,10,3,8,0
73794,13,10,9,3,2,3,1,3,1,2,9,4,6,2,9,1
73795,8,8,13,11,6,1,2,2,1,3,8,4,14,1,8,0
73796,13,9,8,7,4,4,1,2,3,3,9,5,11,2,9,0
73797,14,13,8,3,2,1,3,1,4,4,9,4,13,2,8,0
73798,12,6,5,4,3,1,2,2,4,1,9,1,13,1,9,0
73799,14,8,7,6,2,2,3,4,4,1,9,3,10,1,9,0
73800,2,2,14,13,10,1,2,4,4,3,8,3,7,3,8,1
73801,12,10,6,5,4,2,4,3,3,1,9,5,3,3,9,1
73802,14,9,7,5,2,1,1,1,1,4,9,1,8,4,9,1
73803,9,8,6,5,2,3,2,4,4,3,9,2,11,3,9,0
73804,10,10,14,13,12,4,1,4,2,4,8,3,4,1,8,1
73805,8,8,13,10,6,4,3,3,2,1,8,5,3,4,8,1
73806,14,8,7,6,2,1,1,1,3,1,9,3,7,3,9,0
73807,5,5,12,11,9,2,1,1,4,1,8,4,6,4,8,1
73808,6,6,11,9,4,3,4,3,1,2,8,4,7,1,9,1
73809,14,13,11,8,5,3,2,4,2,1,9,2,6,2,9,1
73810,12,12,13,9,3,1,3,1,2,2,8,4,12,2,6,0
73811,2,2,14,10,8,2,4,2,3,4,8,4,4,4,8,1
73812,14,11,8,7,6,1,2,3,3,1,9,1,3,3,9,1
73813,11,10,7,5,4,4,4,2,1,3,9,5,10,1,9,0
73814,13,12,11,6,3,1,4,1,3,4,9,4,8,1,9,1
73815,7,7,3,3,13,4,1,2,1,3,7,5,5,4,8,1
73816,6,6,14,10,3,3,2,3,2,4,8,4,8,4,9,1
73817,10,10,10,8,5,4,3,1,1,1,6,4,13,2,6,0
73818,12,12,13,3,2,1,2,3,1,3,8,5,9,4,9,1
73819,12,12,11,11,14,4,3,3,2,2,7,5,7,4,8,1
73820,11,9,8,6,4,2,3,1,4,2,9,5,11,4,8,0
73821,14,13,10,5,3,1,2,1,2,2,9,2,8,4,9,0
73822,14,12,9,5,2,3,2,1,4,2,9,3,11,1,9,1
73823,14,6,5,3,2,2,3,3,4,3,9,2,9,2,9,0
73824,14,13,6,4,3,4,1,3,4,1,9,5,10,3,9,1
73825,11,7,5,3,2,1,1,1,2,1,9,3,7,4,8,0
73826,13,6,5,4,2,3,4,4,3,3,9,1,14,3,9,0
73827,14,12,11,9,6,1,3,4,2,2,9,4,14,2,8,0
73828,13,13,8,8,6,2,1,2,4,3,7,5,14,4,8,1
73829,12,11,7,3,2,1,3,2,4,2,9,2,8,1,9,0
73830,4,4,14,13,9,2,1,3,4,1,8,5,5,3,8,1
73831,12,12,7,3,2,4,2,1,1,4,8,5,3,3,8,0
73832,14,11,10,8,7,1,1,3,1,3,9,5,2,4,9,1
73833,7,7,9,4,2,2,4,1,4,3,8,5,13,4,9,1
73834,14,9,6,3,2,4,2,1,4,2,9,3,5,4,9,1
73835,13,12,10,8,3,1,2,1,4,3,9,3,11,3,9,0
73836,12,12,7,7,13,2,1,2,1,4,7,5,5,4,8,1
73837,13,11,6,3,2,3,2,2,4,2,9,3,14,3,9,0
73838,11,9,8,6,4,3,2,3,1,3,9,2,10,2,9,0
73839,3,3,13,10,8,1,3,2,1,1,8,4,10,4,8,0
73840,11,11,12,10,2,3,1,2,4,2,8,5,6,2,8,0
73841,13,13,14,8,7,2,4,4,4,4,8,3,5,3,9,1
73842,4,4,4,12,5,2,1,4,4,4,6,5,3,3,8,1
73843,9,8,7,6,4,1,2,2,3,3,9,5,12,1,9,0
73844,12,11,10,9,4,2,3,4,2,2,9,1,13,2,9,0
73845,13,7,6,4,3,4,4,2,4,1,9,3,2,2,9,1
73846,14,10,8,7,4,3,3,4,3,3,9,2,11,1,9,0
73847,14,14,12,12,9,4,1,1,4,3,7,5,11,4,8,1
73848,5,5,8,4,3,1,4,3,1,3,8,4,6,3,8,0
73849,14,12,7,4,3,4,1,4,2,1,9,5,13,2,9,0
73850,9,9,10,7,2,2,3,1,1,3,8,4,5,3,8,1
73851,14,13,12,11,10,2,1,4,2,3,5,0,13,3,5,0
73852,12,11,10,5,4,2,3,4,4,4,9,2,12,3,8,0
73853,14,9,8,7,4,4,4,3,1,3,9,5,2,1,9,1
73854,8,8,4,4,5,1,4,2,1,3,7,5,14,3,8,1
73855,13,13,9,7,2,4,2,1,3,3,8,3,12,1,8,0
73856,14,10,9,8,3,4,1,2,3,1,9,5,3,4,9,0
73857,6,6,11,3,2,4,3,4,3,2,8,3,10,2,8,1
73858,13,13,13,14,5,3,1,4,3,2,6,4,14,2,7,1
73859,11,8,7,6,5,1,1,3,2,3,9,4,11,2,8,0
73860,10,10,14,11,8,3,4,2,2,3,8,1,8,2,8,1
73861,13,11,7,6,2,4,1,4,4,2,9,5,3,3,9,1
73862,7,7,12,8,4,3,2,4,1,4,8,4,10,2,8,1
73863,2,2,13,9,5,4,1,3,3,1,8,4,12,1,8,0
73864,3,3,13,10,5,2,3,3,3,4,8,3,14,4,8,0
73865,13,13,12,9,4,4,2,4,4,2,8,3,7,3,8,1
73866,11,9,6,3,2,2,3,3,4,2,9,2,2,3,8,0
73867,12,12,14,4,3,3,2,3,1,1,8,4,10,1,8,0
73868,6,6,9,7,5,1,3,3,3,1,8,5,13,4,8,0
73869,10,10,8,8,4,3,2,2,4,3,7,5,12,1,8,1
73870,12,11,6,3,2,4,4,2,4,3,9,4,14,2,9,0
73871,13,12,11,9,5,3,3,1,2,3,9,5,6,4,9,1
73872,14,10,8,5,2,3,3,3,1,1,9,5,3,2,9,1
73873,14,11,10,9,8,1,3,2,4,2,9,4,4,4,9,1
73874,12,10,7,6,5,4,4,1,3,4,9,3,14,4,9,0
73875,12,9,7,3,2,1,1,4,1,3,9,4,6,1,9,1
73876,7,7,12,8,5,4,2,3,1,2,8,4,2,3,9,1
73877,10,10,14,13,12,1,2,4,2,1,8,5,2,4,9,1
73878,13,12,11,8,4,4,4,4,2,1,9,4,8,4,8,0
73879,14,9,8,5,3,3,2,3,1,3,9,5,4,3,9,1
73880,14,14,13,8,7,4,2,1,3,1,8,1,10,2,8,0
73881,14,12,11,8,4,1,4,2,2,4,9,2,7,2,9,0
73882,13,11,9,4,2,2,3,3,1,1,9,5,4,3,8,0
73883,12,12,12,7,4,2,1,3,4,2,6,5,9,1,8,1
73884,4,4,4,14,5,3,1,4,3,3,6,4,11,2,8,1
73885,13,8,7,6,5,3,4,2,3,1,9,3,11,4,9,0
73886,13,13,10,10,3,4,1,2,4,4,7,5,11,3,8,1
73887,9,9,12,10,2,3,1,2,1,4,8,4,2,3,7,0
73888,8,8,14,13,6,4,3,3,2,4,8,5,2,4,9,1
73889,4,4,11,9,2,4,2,2,1,3,8,4,7,1,8,0
73890,7,7,10,8,3,2,3,1,1,2,8,3,12,1,9,1
73891,11,9,6,5,2,1,3,2,2,2,9,4,7,4,9,1
73892,11,11,14,13,12,3,2,1,2,3,8,2,2,4,9,1
73893,3,3,3,8,5,4,3,1,1,4,6,5,4,2,8,1
73894,7,7,11,10,4,4,3,1,4,3,8,2,2,2,9,1
73895,12,12,2,2,13,1,4,1,3,3,7,5,5,3,8,1
73896,2,2,12,8,5,1,3,4,1,3,8,4,6,4,9,1
73897,13,8,7,3,2,2,4,3,4,4,9,4,9,3,9,0
73898,6,6,7,5,3,2,3,2,1,3,8,4,6,1,6,0
73899,13,11,9,8,4,1,3,2,2,1,9,1,12,2,9,0
73900,13,9,8,3,2,2,1,2,1,4,9,5,8,4,8,0
73901,14,12,11,9,7,2,3,4,4,4,9,4,10,4,9,0
73902,6,6,14,9,2,4,3,1,3,2,8,5,2,1,8,1
73903,4,4,12,11,5,2,3,4,2,3,8,5,11,1,8,0
73904,12,12,14,6,4,1,2,2,2,3,8,4,11,2,8,0
73905,13,11,10,8,3,2,1,1,3,1,9,2,7,1,9,1
73906,4,4,9,7,6,1,2,1,2,4,8,1,12,4,9,1
73907,3,3,8,5,4,4,2,4,4,4,8,3,14,4,8,0
73908,13,13,10,8,5,2,4,3,4,2,8,3,5,3,7,0
73909,11,9,8,5,2,4,2,1,4,1,9,3,12,3,9,0
73910,10,8,7,6,3,4,3,2,1,3,9,5,2,4,9,1
73911,12,11,7,6,3,1,3,4,2,1,9,4,13,3,9,0
73912,14,8,5,4,3,3,3,1,3,1,9,3,11,2,9,0
73913,12,12,10,10,11,3,4,4,1,4,7,5,6,1,7,1
73914,3,3,12,11,8,2,4,2,3,2,8,3,6,4,8,1
73915,11,8,6,5,2,1,1,2,4,3,9,1,7,4,9,1
73916,13,11,8,7,2,4,4,3,4,1,9,2,4,4,9,1
73917,11,8,4,3,2,2,2,1,4,4,9,2,10,4,9,0
73918,14,11,8,6,4,2,1,1,1,2,9,4,12,4,9,1
73919,14,14,10,9,6,1,4,1,3,4,8,3,13,3,9,1
73920,13,13,9,9,4,4,3,3,2,3,7,5,12,1,8,1
73921,14,13,4,3,2,2,1,1,4,1,9,2,11,3,9,1
73922,12,12,8,8,10,4,2,4,2,1,7,5,5,3,7,1
73923,11,10,8,6,3,1,4,1,3,2,9,1,10,3,8,0
73924,6,6,13,11,10,1,4,4,4,2,8,3,8,3,9,1
73925,13,7,5,4,2,1,4,4,2,3,9,2,10,1,9,0
73926,14,7,5,4,2,2,2,3,3,2,9,3,12,2,9,0
73927,12,9,7,6,5,4,1,3,2,1,9,3,10,3,9,0
73928,8,7,5,3,2,4,3,2,3,1,9,5,8,1,8,0
73929,13,12,10,9,4,2,4,2,1,1,9,2,12,1,8,0
73930,13,13,9,7,4,3,4,4,4,2,8,5,9,3,8,1
73931,14,13,12,7,2,4,1,3,1,3,9,5,6,1,9,1
73932,14,10,7,6,3,2,2,4,3,3,9,3,10,1,9,0
73933,13,13,11,11,6,4,1,4,2,2,7,5,6,4,7,1
73934,4,4,14,7,6,2,3,1,1,1,8,1,14,4,7,0
73935,3,3,12,9,7,4,2,1,2,2,8,4,13,2,8,0
73936,14,11,10,8,2,1,2,3,4,4,9,5,13,1,9,1
73937,11,11,8,7,6,3,1,3,3,1,8,5,13,4,8,0
73938,13,10,7,5,3,2,2,2,2,1,9,1,14,2,4,0
73939,8,8,10,5,4,2,1,4,1,3,8,5,14,4,8,0
73940,14,13,9,8,2,2,2,4,3,3,9,5,8,2,8,0
73941,3,3,12,9,6,3,2,4,1,2,8,5,11,3,8,1
73942,4,4,14,11,7,2,3,1,2,1,8,5,3,4,8,1
73943,14,13,12,10,8,3,1,2,3,4,9,4,3,1,9,1
73944,12,12,14,9,7,1,3,2,2,4,8,4,6,4,8,1
73945,13,12,8,7,2,4,4,2,3,2,9,3,8,1,8,0
73946,11,11,5,5,13,3,1,1,3,3,7,5,2,1,7,1
73947,6,6,5,5,4,3,2,4,2,4,7,5,9,4,7,0
73948,5,5,13,6,2,2,3,3,2,4,8,4,2,1,8,1
73949,13,12,9,7,6,1,2,1,1,4,9,2,8,3,9,0
73950,11,11,12,8,4,2,4,1,4,3,8,5,14,4,8,0
73951,10,7,5,4,3,2,4,1,4,1,9,1,3,4,8,0
73952,7,7,13,6,3,4,2,3,4,3,8,4,4,3,9,1
73953,5,5,5,4,4,2,4,3,1,4,3,0,12,1,3,0
73954,13,10,8,6,2,4,4,1,3,4,9,4,12,4,9,0
73955,11,8,7,6,3,1,3,3,2,2,9,3,9,1,9,0
73956,13,12,9,7,6,1,3,2,2,4,9,3,5,3,9,1
73957,14,13,11,8,6,1,2,1,3,2,9,2,12,2,9,1
73958,5,5,10,4,2,1,4,3,4,3,8,5,3,3,8,0
73959,12,11,10,9,8,4,3,1,3,1,5,0,9,1,5,0
73960,14,14,14,11,5,2,3,1,4,1,6,4,12,1,8,1
73961,7,7,13,10,3,2,1,1,1,3,8,4,6,4,8,1
73962,9,7,6,5,3,3,3,2,4,2,9,4,10,2,9,0
73963,13,9,5,4,2,4,4,2,3,1,9,5,11,2,9,0
73964,13,9,7,4,2,2,2,2,2,3,9,5,7,4,8,0
73965,12,12,10,6,3,3,2,1,2,3,8,2,14,1,9,1
73966,11,10,9,8,4,4,3,3,2,3,9,3,9,4,8,0
73967,11,11,2,2,12,3,1,4,1,1,7,5,12,4,7,0
73968,9,9,8,7,4,3,2,2,4,2,8,4,7,3,7,0
73969,11,10,8,6,2,3,3,4,2,1,9,1,14,3,9,0
73970,3,3,14,12,6,3,4,4,4,4,8,4,6,1,7,0
73971,13,10,8,5,4,3,1,3,4,1,9,5,14,2,9,0
73972,10,10,9,8,7,3,2,3,3,2,8,3,3,4,9,1
73973,14,13,10,5,2,4,1,4,3,2,9,5,13,3,8,0
73974,11,7,5,3,2,1,4,2,2,4,9,3,3,3,8,0
73975,8,8,12,5,4,1,2,3,4,4,8,3,11,3,9,1
73976,12,12,8,8,2,1,4,4,3,3,7,5,4,1,7,0
73977,5,5,13,11,6,2,1,1,4,3,8,5,12,3,9,1
73978,14,13,10,4,2,3,4,3,3,1,9,4,6,2,9,0
73979,13,10,9,5,2,2,4,1,3,2,9,2,7,3,9,1
73980,7,7,14,4,2,3,2,2,4,4,8,2,12,3,9,1
73981,9,9,13,7,5,4,2,2,4,4,8,5,3,1,8,1
73982,11,11,11,4,2,1,2,3,1,1,6,4,12,4,8,1
73983,3,3,14,10,8,3,2,3,4,4,8,4,8,1,7,0
73984,9,9,13,6,2,1,2,3,1,2,8,2,7,2,9,1
73985,5,5,11,3,2,1,2,1,1,1,8,3,7,1,8,0
73986,10,5,4,3,2,1,4,4,3,3,9,1,14,3,5,0
73987,14,13,12,9,4,4,4,2,3,2,9,4,6,2,9,1
73988,12,12,7,5,3,3,4,4,1,1,8,3,2,4,8,1
73989,10,10,13,12,7,1,3,2,1,1,8,4,9,3,8,0
73990,8,7,4,3,2,1,3,4,4,2,9,3,6,1,9,0
73991,14,13,9,6,3,3,3,2,4,2,9,5,10,4,9,0
73992,10,10,13,8,2,3,4,4,3,1,8,5,6,2,9,1
73993,14,11,10,9,6,4,1,1,1,1,9,5,3,2,9,1
73994,9,9,4,4,3,3,4,4,2,4,7,5,2,2,8,1
73995,14,12,11,7,4,3,4,3,2,3,9,5,14,2,8,0
73996,9,7,6,5,3,3,4,3,3,4,9,5,10,1,9,0
73997,14,11,9,4,2,3,2,1,4,3,9,5,12,4,9,0
73998,14,13,10,5,3,1,2,4,4,3,9,4,14,2,9,0
73999,14,13,8,6,2,4,3,4,1,1,9,5,10,2,9,1
74000,14,12,6,4,2,4,2,4,1,2,9,3,6,3,8,0
74001,7,7,13,3,2,4,2,4,3,4,8,4,12,3,9,1
74002,8,8,10,9,5,2,4,2,3,4,8,5,5,3,7,0
74003,14,13,11,5,2,3,3,4,1,3,9,3,11,1,9,0
74004,14,8,7,6,5,3,3,4,1,1,9,5,5,2,8,0
74005,10,7,6,5,2,4,3,3,4,1,9,2,14,1,9,0
74006,13,13,12,11,6,1,2,4,4,4,8,3,14,4,8,0
74007,3,3,11,8,2,4,2,1,2,3,8,5,4,3,9,1
74008,12,12,7,6,4,3,4,1,2,3,8,3,12,1,6,0
74009,14,11,10,4,2,4,1,3,4,2,9,1,12,2,9,0
74010,9,7,6,5,3,1,2,3,2,4,9,3,13,1,9,0
74011,9,9,14,10,2,4,3,2,1,3,8,4,14,3,8,0
74012,14,13,11,9,6,1,3,1,3,2,9,5,14,2,8,0
74013,8,8,14,4,2,2,1,4,1,3,8,5,9,1,8,0
74014,10,10,13,11,2,3,1,4,3,2,8,3,5,4,9,1
74015,12,12,7,7,10,3,2,1,2,2,7,5,6,1,7,1
74016,12,9,7,3,2,4,1,3,2,3,9,5,3,3,8,0
74017,14,13,12,8,4,3,1,1,3,1,9,5,6,1,9,1
74018,4,4,13,10,9,4,3,3,4,3,8,5,7,2,8,1
74019,8,8,9,7,6,2,1,2,1,2,8,3,7,4,8,0
74020,8,8,14,11,10,2,1,4,4,3,8,5,9,1,8,1
74021,8,7,6,3,2,3,4,4,1,4,9,3,13,4,9,0
74022,13,9,8,5,3,3,4,4,1,3,9,4,14,3,9,0
74023,14,12,7,6,2,2,4,3,2,2,9,5,12,2,9,0
74024,14,14,12,6,5,2,1,2,4,3,8,5,7,1,8,0
74025,13,10,8,4,2,3,1,1,1,4,9,5,11,2,9,0
74026,3,3,9,5,2,3,4,3,4,2,8,5,6,3,9,1
74027,12,10,9,8,2,1,3,4,4,1,9,1,7,2,9,1
74028,5,5,10,7,3,1,2,1,4,3,8,1,11,4,9,1
74029,11,11,14,12,9,2,1,2,1,2,8,5,4,3,9,1
74030,13,12,11,8,6,3,3,3,1,2,9,5,6,1,8,0
74031,12,10,9,8,2,2,3,4,2,3,9,3,7,1,9,1
74032,11,7,6,5,4,2,4,3,4,3,9,5,2,2,9,1
74033,13,11,10,8,3,3,1,3,1,1,9,1,7,1,9,1
74034,12,12,13,10,4,4,2,1,1,2,8,3,9,2,9,1
74035,10,10,9,8,7,2,4,1,3,3,8,3,6,4,5,0
74036,10,10,13,5,2,1,2,3,3,4,8,5,5,4,7,0
74037,13,12,8,4,2,1,3,3,2,1,9,5,14,1,9,0
74038,11,9,5,4,2,3,3,2,4,2,9,3,10,4,9,0
74039,7,7,12,11,6,4,2,2,4,3,8,5,8,2,9,1
74040,14,10,7,4,3,2,2,2,2,3,9,3,10,4,9,0
74041,5,5,14,11,2,1,2,1,4,2,8,5,8,3,9,1
74042,13,13,9,3,2,4,1,3,1,3,8,3,7,4,9,1
74043,12,11,10,9,7,1,3,3,2,1,9,2,2,1,9,1
74044,13,12,10,9,6,4,1,4,4,1,9,3,14,1,9,0
74045,11,6,5,3,2,2,2,2,3,1,9,3,5,3,8,0
74046,7,7,2,2,9,1,4,2,4,3,7,5,5,4,8,1
74047,12,10,9,7,5,3,2,2,2,1,9,5,8,2,9,0
74048,14,13,11,4,2,2,4,1,1,4,9,5,10,3,9,1
74049,13,9,6,5,3,3,2,1,2,1,9,2,2,3,9,1
74050,10,10,6,6,13,4,1,3,2,2,7,5,5,1,7,1
74051,11,11,12,5,2,2,4,3,4,2,8,4,9,4,8,0
74052,14,13,11,9,6,1,4,2,1,3,9,2,6,2,8,0
74053,13,13,12,8,5,2,3,2,1,1,8,2,14,2,8,0
74054,12,8,7,5,2,1,2,1,4,2,9,1,11,3,9,0
74055,3,3,10,7,2,1,2,3,2,3,8,5,8,4,9,1
74056,13,13,12,11,6,2,4,2,3,4,8,3,7,1,9,1
74057,14,9,8,4,3,3,1,2,4,4,9,2,3,1,9,0
74058,9,9,13,5,2,3,4,3,3,1,8,4,11,2,8,0
74059,14,12,11,10,5,4,1,4,4,4,9,4,9,2,9,1
74060,11,7,6,5,2,2,1,1,4,4,9,2,10,3,9,0
74061,13,13,12,9,7,3,2,3,1,4,8,3,12,4,8,0
74062,8,8,11,6,3,1,4,1,4,4,8,4,11,4,7,0
74063,13,10,9,8,7,1,1,4,2,2,9,2,10,2,8,0
74064,13,10,8,4,2,1,2,4,1,1,9,3,9,3,9,0
74065,4,4,6,5,2,4,3,1,1,2,8,4,6,2,8,0
74066,13,12,11,9,8,3,2,3,4,2,9,3,9,1,8,0
74067,10,9,7,5,3,3,2,1,3,3,9,5,2,4,9,1
74068,7,7,9,8,4,1,2,3,2,2,8,4,11,2,8,0
74069,8,8,11,10,2,4,1,4,3,2,8,5,10,1,8,0
74070,4,4,9,8,2,3,4,2,3,1,8,1,13,3,8,0
74071,14,13,12,9,5,1,4,3,1,4,9,2,4,1,9,1
74072,13,13,14,8,4,2,4,1,4,4,8,2,8,3,8,1
74073,10,9,8,6,5,3,4,1,4,1,9,3,4,2,9,1
74074,13,10,5,3,2,3,1,2,3,1,9,5,4,1,9,1
74075,13,11,7,6,2,1,4,1,1,2,9,1,11,2,9,0
74076,13,11,10,9,4,4,2,3,3,1,9,2,4,2,8,0
74077,7,7,14,11,9,3,1,1,4,4,8,4,6,2,9,1
74078,13,12,5,3,2,1,2,4,4,4,9,3,13,2,9,0
74079,10,8,7,5,3,2,1,4,1,3,9,4,11,1,9,0
74080,2,2,12,10,3,2,1,1,3,2,8,5,10,4,8,0
74081,14,13,8,5,3,1,3,4,3,4,9,2,11,2,9,0
74082,4,4,14,9,7,3,1,2,4,2,8,5,8,2,8,0
74083,13,12,10,5,2,2,4,2,1,3,9,1,11,4,9,1
74084,13,13,11,8,3,3,1,3,1,4,8,1,7,3,8,0
74085,13,12,9,7,6,2,1,1,1,4,9,3,2,1,9,1
74086,10,10,7,4,2,2,1,4,1,4,8,1,4,2,8,0
74087,13,12,9,8,3,4,4,4,2,1,9,5,6,1,9,1
74088,13,11,9,3,2,2,4,4,2,3,9,5,4,1,9,1
74089,6,6,14,11,2,3,2,3,2,1,8,3,7,2,8,1
74090,12,9,8,7,4,3,3,4,3,2,9,3,10,3,9,0
74091,13,12,10,9,2,1,2,1,1,2,9,4,2,4,9,0
74092,13,11,9,7,2,3,2,1,4,4,9,3,3,2,9,0
74093,14,12,10,6,2,1,4,1,2,2,9,5,6,1,8,0
74094,9,9,14,10,3,3,4,3,4,4,8,4,11,1,9,1
74095,12,10,6,4,3,2,3,3,1,1,9,3,10,2,8,0
74096,14,12,10,9,3,4,2,1,3,3,9,3,11,4,9,0
74097,8,8,12,11,3,4,1,4,2,4,8,1,5,4,8,0
74098,7,7,12,11,10,2,1,3,1,4,8,5,7,4,8,0
74099,14,13,10,9,2,2,3,3,2,4,9,4,10,2,8,0
74100,14,11,9,6,5,1,3,2,3,4,9,5,10,4,9,0
74101,14,12,8,6,2,2,2,3,4,2,9,3,8,2,8,0
74102,13,13,2,2,6,4,1,3,4,2,7,5,3,1,7,1
74103,14,12,11,6,5,3,4,2,1,1,9,5,7,1,9,1
74104,13,13,11,5,3,3,1,1,1,3,8,5,6,3,8,1
74105,7,7,13,3,2,3,4,2,1,2,8,4,6,2,8,0
74106,12,12,10,10,2,1,3,4,2,3,7,5,8,4,8,1
74107,7,7,4,3,2,2,1,4,4,1,8,3,8,2,8,0
74108,2,2,14,11,5,3,4,2,2,4,8,4,6,4,8,1
74109,12,12,6,4,3,3,1,1,3,2,8,3,11,1,8,0
74110,14,10,9,4,2,1,1,4,2,1,9,2,11,4,9,0
74111,13,9,7,6,5,3,1,4,2,1,9,2,4,4,9,1
74112,12,10,9,8,4,4,4,3,1,4,9,5,13,3,9,0
74113,8,7,5,3,2,4,1,1,4,2,9,5,7,2,8,0
74114,10,9,6,5,3,1,1,1,2,3,9,5,14,4,9,0
74115,14,13,10,9,6,3,1,2,4,4,9,4,10,3,8,0
74116,3,3,12,11,10,1,2,1,1,1,8,3,14,3,9,1
74117,13,12,6,3,2,3,3,2,3,1,9,5,9,1,9,1
74118,11,11,6,6,5,4,2,4,3,2,7,5,5,4,7,1
74119,7,7,9,5,4,3,4,2,3,1,8,4,4,3,7,0
74120,13,9,6,5,3,2,2,1,1,4,9,4,4,4,9,1
74121,10,10,14,13,3,3,4,3,4,3,8,4,9,3,8,1
74122,10,10,5,5,11,2,1,3,4,4,7,5,7,3,8,1
74123,12,11,6,4,2,1,2,3,1,3,9,5,3,2,9,1
74124,3,3,13,11,5,3,4,2,3,2,8,4,14,4,8,0
74125,12,11,9,7,6,2,4,4,3,3,9,2,5,1,9,1
74126,9,9,10,7,6,3,2,1,2,4,8,4,6,2,8,1
74127,11,10,6,4,2,1,3,1,2,3,9,1,14,2,9,0
74128,14,12,10,5,2,3,3,2,4,1,9,4,13,1,9,0
74129,12,8,7,4,2,2,4,1,2,4,9,2,14,1,9,0
74130,13,13,13,7,3,3,2,4,4,2,6,4,10,3,8,1
74131,12,9,8,6,5,1,4,2,4,1,9,1,7,2,9,0
74132,11,7,5,4,3,1,3,4,2,2,9,2,12,4,9,0
74133,12,11,10,9,3,2,4,4,4,3,9,4,13,2,9,0
74134,11,9,8,3,2,2,1,3,1,3,9,4,14,4,9,0
74135,9,7,6,4,3,2,2,1,4,4,9,3,11,3,9,0
